DATA,LAHTI,PORVO,MUSTI,FLOW
10/11/2004,0,0,0,15.57
10/12/2004,0,0,0,14.87
10/13/2004,0,0.4,0,13.68
10/14/2004,0,0,0,13.31
10/15/2004,0,0,0,12.14
10/16/2004,0,0.3,0.06,11.07
10/17/2004,1,1.6,0.7,10.67
10/18/2004,1.1,3.9,1.8,9.73
10/19/2004,0.5,0.6,0.2,8.55
10/20/2004,0,0,0,8.55
10/21/2004,2.2,2,1.3,8.71
10/22/2004,6.1,22.6,7,13.81
10/23/2004,10.3,2.3,4.9,19.6
10/24/2004,0.2,2.2,0.7,21.1
10/25/2004,6,5.3,5.1,21.1
10/26/2004,2.9,2.4,0.7,21.1
10/27/2004,0,0,0,21.49
10/28/2004,0,0,0,22.09
10/29/2004,0,0,0,20.52
10/30/2004,0,0,0,19.6
10/31/2004,0,0.4,0,17.23
11/1/2004,0,0,0,16.15
11/2/2004,0,0,0.06,14.59
11/3/2004,0,0,0.06,13.07
11/4/2004,1.2,0.2,0.4,12.14
11/5/2004,2.5,3.5,3.1,11.17
11/6/2004,1.6,1.3,0.5,10.28
11/7/2004,0,0,0,11.07
11/8/2004,0,0,0,11.07
11/9/2004,0,0,0,11.07
11/10/2004,0,0,0.1,10.57
11/11/2004,0.2,0.9,0.1,12.59
11/12/2004,12.2,14.4,16.3,19.6
11/13/2004,0,0,0,26.31
11/14/2004,1.5,2.4,0.5,27.3
11/15/2004,12.9,6.2,3.3,28.07
11/16/2004,0,0.4,0,26.8
11/17/2004,0,0.1,0,28.33
11/18/2004,0.2,1.4,0.1,27.05
11/19/2004,0,0.2,0.3,26.31
11/20/2004,0.7,1.6,0.9,23.13
11/21/2004,0.06,0,0.1,17.71
11/22/2004,0.4,5.4,0.7,14.07
11/23/2004,0,1.5,0.1,11.59
11/24/2004,2.1,2,1.6,10.28
11/25/2004,0.06,0.7,0,10.19
11/26/2004,0,0,0,9.21
11/27/2004,0,0,0,8.02
11/28/2004,4.7,5.1,7.7,7.12
11/29/2004,3.1,5.8,2.7,7.05
11/30/2004,5.2,6.6,6.3,6.55
12/1/2004,0,0.3,0.1,6.73
12/2/2004,0.6,2.6,0.6,6.86
12/3/2004,0,0.3,0,6.99
12/4/2004,7,5.3,5.5,6.92
12/5/2004,3.2,3.5,2,7.66
12/6/2004,0.6,0.3,0.3,9.91
12/7/2004,2.5,1.5,1.6,11.49
12/8/2004,0.06,0.1,0.1,11.92
12/9/2004,0,0,0,12.83
12/10/2004,0,0.5,0.3,12.48
12/11/2004,0.4,0.3,0.06,11.92
12/12/2004,0,0.1,0,10.77
12/13/2004,0.2,0,0.3,10.38
12/14/2004,0.5,0.9,0.6,10.28
12/15/2004,8.4,4.5,4.9,27.81
12/16/2004,0.06,0.1,0.1,29.94
12/17/2004,2.5,7.6,6,33.43
12/18/2004,1.9,4.3,1.9,34.69
12/19/2004,9.7,9.4,7.5,37.34
12/20/2004,0.06,0.8,0.5,35.66
12/21/2004,0,0.1,0,34.06
12/22/2004,7.5,4.3,15.3,29.94
12/23/2004,7,11.3,7.6,25.6
12/24/2004,0,0,0,17.87
12/25/2004,3.2,5.9,3.4,16.76
12/26/2004,0,0,0,15.28
12/27/2004,0,0,0.8,14.73
12/28/2004,0.8,1.1,0.3,13.19
12/29/2004,0.3,0.9,0,13.81
12/30/2004,9.5,10.1,8.4,15.42
12/31/2004,0,0,0,16
1/1/2005,0.3,0.7,0.8,21
1/2/2005,4.2,6.8,6.7,20.16
1/3/2005,0.8,0.5,1,19.25
1/4/2005,1.8,2.8,4.3,17.75
1/5/2005,6.2,4.1,3.6,15.82
1/6/2005,5,2.6,3,14.76
1/7/2005,7.4,5.4,3.5,13.61
1/8/2005,8.1,10.1,10,23.16
1/9/2005,7.4,0.8,0.8,43.2
1/10/2005,4.2,4.3,3.4,55.69
1/11/2005,0,0,0.06,56.99
1/12/2005,1,1.6,2.2,57
1/13/2005,2.5,3.3,2.9,57
1/14/2005,0.6,0.3,0.2,61.09
1/15/2005,1.8,0.7,1.9,61.8
1/16/2005,3.3,3.4,2.7,54.43
1/17/2005,0.2,0.2,0.4,42.22
1/18/2005,0.2,0.6,0.2,36.76
1/19/2005,1.4,2.8,2.8,32.37
1/20/2005,5.2,16.4,10.6,31.27
1/21/2005,4,7.8,5,27.54
1/22/2005,1.5,1.2,1.9,24.26
1/23/2005,0.9,0.6,0.5,22.12
1/24/2005,0.7,1.2,0.8,20.17
1/25/2005,0.06,0.2,0.4,18.82
1/26/2005,1.3,4.2,1.1,16.57
1/27/2005,0.1,0.6,0.3,15.64
1/28/2005,1.5,3.7,1.7,14.43
1/29/2005,0.7,1.4,2.6,13
1/30/2005,12,9.3,10.3,10.81
1/31/2005,1.2,2.5,0.7,10.81
2/1/2005,1.1,1.4,3.5,10.56
2/2/2005,0.1,0.1,0.6,10.09
2/3/2005,0.3,0,0.1,9.3
2/4/2005,0.3,0.4,1,8.48
2/5/2005,1.9,1.5,2,8.2
2/6/2005,0.3,0.3,0.1,8.01
2/7/2005,0,0,0,7.56
2/8/2005,0,0,0,7.39
2/9/2005,0,0,0,7.22
2/10/2005,6.4,8.4,12.9,6.89
2/11/2005,0.2,0.8,0.06,6.66
2/12/2005,0,0.1,0,6.58
2/13/2005,0.5,4.8,4.2,6.07
2/14/2005,0.7,3.1,0.7,5.73
2/15/2005,0,0.5,0.06,5.35
2/16/2005,0,0.2,0,5.11
2/17/2005,0.06,0.2,0.06,4.88
2/18/2005,0.1,0.5,1.3,4.66
2/19/2005,0.4,1.6,0.7,4.24
2/20/2005,0.1,0.3,0.2,4.05
2/21/2005,0.2,0.7,0.2,3.87
2/22/2005,0,0,0.06,3.74
2/23/2005,0,0,0,3.61
2/24/2005,0,0,0.06,3.45
2/25/2005,0.06,0.1,0.06,3.33
2/26/2005,0.2,0,0.06,3.22
2/27/2005,0,0,0.3,3.18
2/28/2005,0,0.1,0,3.11
3/1/2005,0,0,0,2.97
3/2/2005,0,0.1,0.06,2.93
3/3/2005,0,0.1,0.06,2.8
3/4/2005,0.06,0.1,0.06,2.77
3/5/2005,0,0,0,2.74
3/6/2005,0,0,0.06,2.61
3/7/2005,0.8,0.8,0.5,2.5
3/8/2005,0.06,0.1,0.06,2.47
3/9/2005,0,0,0,2.44
3/10/2005,0,0,0,2.33
3/11/2005,0.06,0.6,0.3,2.22
3/12/2005,0.2,0.1,0.1,2.15
3/13/2005,0,0.1,0.06,2.12
3/14/2005,0,0,0,2.05
3/15/2005,0,0,0,2.03
3/16/2005,0,0.5,0.6,1.96
3/17/2005,3.6,6.2,3.9,1.94
3/18/2005,0.1,0.06,0.06,1.87
3/19/2005,0,0,0.06,1.87
3/20/2005,0,0,0,1.87
3/21/2005,0,0,0,1.87
3/22/2005,0,0,0.06,1.87
3/23/2005,0,0,0.06,1.91
3/24/2005,0,0,0,1.96
3/25/2005,0.06,0,0,2.01
3/26/2005,0,0,0,2.3
3/27/2005,0,0,0,2.84
3/28/2005,0.06,0.1,0,4.1
3/29/2005,0.06,0.06,0.06,5.29
3/30/2005,0,0,0,5.35
3/31/2005,0,0,0,4.71
4/1/2005,0,0,0,4.5
4/2/2005,0,0,0,6.82
4/3/2005,0,0,0,12.72
4/4/2005,0,0,0,23.19
4/5/2005,0.06,0.1,0,33.56
4/6/2005,0,0,0,39.45
4/7/2005,5.2,3.4,6.5,41.32
4/8/2005,0,0,0.06,43.27
4/9/2005,0.5,0.2,0.2,43.27
4/10/2005,0,0.1,0,45.32
4/11/2005,1.5,3.3,1.2,45.84
4/12/2005,0,0,0,42.78
4/13/2005,0,0,0,37.24
4/14/2005,2.6,0,1,32.8
4/15/2005,1.4,0.1,0.1,31.68
4/16/2005,0,0,0,30.25
4/17/2005,0,0,0,29.56
4/18/2005,0.06,0.1,0,26.04
4/19/2005,0.3,0,0.06,26.34
4/20/2005,0.5,0.8,1.6,23.2
4/21/2005,0.06,0.2,0.2,20.43
4/22/2005,0.06,0.2,0.1,18
4/23/2005,0,0,0,16.03
4/24/2005,0,0,0,14.62
4/25/2005,0,0,0,13.33
4/26/2005,0,0,0,11.88
4/27/2005,0,0,0,10.83
4/28/2005,0,0,0,9.87
4/29/2005,0.06,0.06,0,9.11
4/30/2005,0.8,0.5,1.5,9
5/1/2005,0.1,0.1,0,8.7
5/2/2005,0,0,0,8.4
5/3/2005,6.4,8,6.6,8.11
5/4/2005,0,0,0,7.84
5/5/2005,0,0,0,8.02
5/6/2005,0,0,0,8.8
5/7/2005,0.06,0,0,9.43
5/8/2005,0.06,0,0,9.54
5/9/2005,0,0.06,0,8.9
5/10/2005,11.3,15,8.8,8.4
5/11/2005,2.5,0.3,1.6,7.84
5/12/2005,0,0,0,9.43
5/13/2005,0,0,0,12.44
5/14/2005,0,0,0,13.03
5/15/2005,0.6,0.2,0.06,12.73
5/16/2005,9.6,11.5,11.9,10.96
5/17/2005,4.6,9.7,5.1,9.54
5/18/2005,1.2,0.1,0.1,10.83
5/19/2005,1.6,0.06,0.06,13.34
5/20/2005,0,0,0,14.29
5/21/2005,0,0,0,14.46
5/22/2005,0.1,0,0.1,13.49
5/23/2005,0,0,0,11.75
5/24/2005,3.2,0.9,0.5,9.99
5/25/2005,0.7,0,0.1,8.5
5/26/2005,2.8,0.7,0.8,7.66
5/27/2005,0,0,0,6.83
5/28/2005,0.2,0.2,0,6.22
5/29/2005,0.1,0,0,5.68
5/30/2005,0,4.2,3.9,5.17
5/31/2005,11.8,21.6,18.4,5.06
6/1/2005,1.9,2.6,2.1,5.17
6/2/2005,0,0.3,1.4,8.6
6/3/2005,0,0,0.3,12.45
6/4/2005,9.3,18.2,17.3,12.59
6/5/2005,1.1,1.3,1.8,10.35
6/6/2005,0.06,0,0.1,11.35
6/7/2005,0,0,0,12.45
6/8/2005,0,0,0,12.59
6/9/2005,0,0,0,10.35
6/10/2005,0,0,0,8.41
6/11/2005,2.2,9.1,9.6,7.4
6/12/2005,19.4,32.2,18.2,6.3
6/13/2005,0.5,0.4,0.9,8.8
6/14/2005,0.06,0,0,19.76
6/15/2005,0.06,0.1,0,24.89
6/16/2005,0,0.06,0,25.18
6/17/2005,0.6,0,5.9,17.6
6/18/2005,5.3,0,0.1,13.04
6/19/2005,0,0,0,10.59
6/20/2005,0,0,0,8.7
6/21/2005,0,0,0,7.58
6/22/2005,0,0,0,6.6
6/23/2005,0,0,0,6.23
6/24/2005,0,0,0,5.55
6/25/2005,4.8,3.5,3.5,4.83
6/26/2005,0.1,0.06,0.1,4.35
6/27/2005,5.2,4.5,2,3.83
6/28/2005,16.3,19.2,1.5,3.83
6/29/2005,9.3,5.4,4.3,3.75
6/30/2005,4.9,3.4,18.4,5.06
7/1/2005,0,0,0,6.52
7/2/2005,0,0,0,6.83
7/3/2005,0,0,0,7.15
7/4/2005,0,0,0,6.99
7/5/2005,0,0,13.5,5.81
7/6/2005,4.8,2.4,2,4.56
7/7/2005,7.7,0.06,0.1,4.3
7/8/2005,0,0,0,3.58
7/9/2005,0,0,0,3.42
7/10/2005,0,0,0,3.42
7/11/2005,0,0.1,0,3.38
7/12/2005,0,0,0,3.04
7/13/2005,0.1,0,0,2.74
7/14/2005,0.3,0,0,2.53
7/15/2005,5.3,0,0.7,2.42
7/16/2005,0,0,0.2,2.31
7/17/2005,4.1,8.1,4.4,2.33
7/18/2005,0.06,0.7,0.1,2.15
7/19/2005,0.4,6.9,0.06,2.06
7/20/2005,0.2,1.6,1.5,2.31
7/21/2005,0.5,0.1,0,2.34
7/22/2005,2.2,2.3,1.4,2.1
7/23/2005,8.1,6.5,10.9,1.92
7/24/2005,3.4,3.3,0.1,2.01
7/25/2005,0,0.1,0,2.42
7/26/2005,13.5,4.4,9.6,2.71
7/27/2005,2.6,0.5,3.5,2.75
7/28/2005,0,10.5,0.1,2.47
7/29/2005,0.5,0.1,0,3.19
7/30/2005,0,0.4,0.2,3.23
7/31/2005,0.5,0.6,0.4,2.98
8/1/2005,9.8,7.4,7.8,2.65
8/2/2005,5.2,6.7,4.7,2.2
8/3/2005,0,0,0,1.88
8/4/2005,30.6,21,24.1,3.19
8/5/2005,0,1,0,4.21
8/6/2005,3.2,5.5,8.8,11.9
8/7/2005,4.3,0.3,3.3,12.04
8/8/2005,0.06,1.5,2.1,10.36
8/9/2005,2,7.3,8.7,7.85
8/10/2005,14.5,16.3,19.9,6.53
8/11/2005,6.3,10.6,11.4,14.31
8/12/2005,4.3,4.3,14.1,21.2
8/13/2005,4.2,8.8,5.2,24.35
8/14/2005,0,0.7,7.5,27.97
8/15/2005,0.7,0.2,0.8,28.29
8/16/2005,16.9,0.6,1.4,26.1
8/17/2005,0.06,1.7,0.1,23.25
8/18/2005,0,0,0,18.46
8/19/2005,0,0,0,18.67
8/20/2005,0,0,0,16.44
8/21/2005,4.9,0.4,2.9,14.99
8/22/2005,0,0,0,12.18
8/23/2005,0,0,0,10.36
8/24/2005,0,0,0,10.24
8/25/2005,0,0,2.9,9.56
8/26/2005,8.5,11.1,12.6,8.32
8/27/2005,0.9,3.2,2,9.9
8/28/2005,2,24.2,7.7,11.11
8/29/2005,1.5,0.9,1.6,13.67
8/30/2005,0,0.1,0.06,13.83
8/31/2005,0,0,0,12.76
9/1/2005,0,0,0,12.18
9/2/2005,0,0,0,9.23
9/3/2005,0,0,0,7.5
9/4/2005,0,0,0,6.61
9/5/2005,0,0.1,0.06,5.82
9/6/2005,0,0,0,5.31
9/7/2005,1.7,1.5,6.5,4.78
9/8/2005,0,0,0,4.73
9/9/2005,0,0,0,4.62
9/10/2005,0,0,0,4.12
9/11/2005,0,0,0,3.8
9/12/2005,0.6,0.7,0.5,3.71
9/13/2005,2.4,1.4,0.9,3.5
9/14/2005,4.4,8.3,4.8,3.58
9/15/2005,5.3,1.4,2.1,3.58
9/16/2005,0.5,0,0,3.67
9/17/2005,0.8,1.4,0.2,4.02
9/18/2005,0.9,0.2,0.8,4.12
9/19/2005,0,0,0,4.07
9/20/2005,0,0.06,0,3.84
9/21/2005,0,0,0,3.54
9/22/2005,0,0,0,3.38
9/23/2005,0,0,0,3.16
9/24/2005,0,0,0,3.19
9/25/2005,0,0,0,3.01
9/26/2005,0,0,0,2.85
9/27/2005,0,0.6,0,2.78
9/28/2005,11.2,10.7,15.4,2.78
9/29/2005,0.2,0,0.4,2.78
9/30/2005,0,0,0,3.93
10/1/2005,0,0,0,4.62
10/2/2005,0.3,3.2,1.3,4.67
10/3/2005,0,0,0,4.21
10/4/2005,0,0,0,3.84
10/5/2005,0,0,0,3.46
10/6/2005,0,0,0,3.16
10/7/2005,0,0,0,3.01
10/8/2005,0,0,0,2.85
10/9/2005,0.06,0,0.06,2.78
10/10/2005,0.1,0.06,0.06,2.59
10/11/2005,0,0,0.1,2.45
10/12/2005,0,0,0,2.31
10/13/2005,0,0,0.2,2.48
10/14/2005,3.1,3,2.6,2.54
10/15/2005,3.1,0.5,0.06,2.54
10/16/2005,0,0,0,2.54
10/17/2005,0,0,0,2.51
10/18/2005,0,0,0,2.78
10/19/2005,0,0,0,2.85
10/20/2005,0.9,1.5,1.5,2.81
10/21/2005,3.4,2.2,0.6,2.54
10/22/2005,14.6,8.8,14.5,2.78
10/23/2005,1.2,0,0.6,4.02
10/24/2005,0,0,0,7.01
10/25/2005,2.1,14.2,8.5,7.09
10/26/2005,2.6,7.6,3.6,6.77
10/27/2005,0,0,0,5.82
10/28/2005,0,0.2,0.3,5.13
10/29/2005,0,0,0,4.62
10/30/2005,0.06,0,0.06,5.96
10/31/2005,0.1,0.1,0.2,8.05
11/1/2005,0,0,0,8.14
11/2/2005,0,0,0,7.51
11/3/2005,0,0.1,0,6.61
11/4/2005,0.6,1.8,0.9,5.76
11/5/2005,4.5,4,4.2,5.01
11/6/2005,0.9,1.5,1.5,5.07
11/7/2005,2.7,2.1,0.06,5.96
11/8/2005,0.3,0.2,0,7.69
11/9/2005,0,0.1,0.06,8.05
11/10/2005,0.6,0.5,0.1,8.14
11/11/2005,0,0,0,7.69
11/12/2005,0.9,4.5,5.3,6.93
11/13/2005,5.7,0.3,1.5,6.24
11/14/2005,12.1,6.9,9,7.01
11/15/2005,2.6,3.8,4.5,13.38
11/16/2005,0,0,0,22.24
11/17/2005,0.4,0,0,22.5
11/18/2005,0.4,0,0.2,19.81
11/19/2005,0,0,0,15.73
11/20/2005,0,0,0,12.49
11/21/2005,0,0,0,10.62
11/22/2005,0,0,0.06,9.04
11/23/2005,1.5,2.1,1.8,7.43
11/24/2005,2.4,0.9,1,6.54
11/25/2005,3.8,6.9,4.3,7.17
11/26/2005,5.5,5.7,3.8,7.87
11/27/2005,2.9,6,3.4,8.24
11/28/2005,6,13.9,7,12.78
11/29/2005,1.8,12.9,7.7,21.99
11/30/2005,23,6.4,18.2,26.15
12/1/2005,4.2,4.7,2.5,26.45
12/2/2005,0,0.3,0.1,24.68
12/3/2005,0,0,0,22.77
12/4/2005,0.6,0,0.2,20.28
12/5/2005,5.1,3.3,2.6,17.06
12/6/2005,0.5,0.4,0,15.37
12/7/2005,0,0,0,12.35
12/8/2005,0,0,0,11.93
12/9/2005,0.2,0,0.06,11.39
12/10/2005,0.7,0.8,0.7,9.04
12/11/2005,2.4,0.6,1,8.44
12/12/2005,0,0,0,8.53
12/13/2005,0,0,0,8.34
12/14/2005,2.9,1.8,1.8,7.96
12/15/2005,4.8,1.5,5.2,7.6
12/16/2005,0.1,0.1,0,7.01
12/17/2005,0.06,0,0.1,6.85
12/18/2005,0,0.1,0.06,6.7
12/19/2005,0.9,0.1,0.1,6.39
12/20/2005,0.3,0.1,0,5.38
12/21/2005,0,0,0,5.19
12/22/2005,0,0,0,5.14
12/23/2005,2.5,1.5,2.5,4.9
12/24/2005,9.2,10.2,5.5,4.27
12/25/2005,2.3,6.4,2.7,4.32
12/26/2005,0.3,0.9,0.4,4.37
12/27/2005,0.2,0.6,0.4,4.32
12/28/2005,0,0.5,0.2,4.27
12/29/2005,0.6,0,0.2,4.22
12/30/2005,1.9,0,1.6,4.63
12/31/2005,6.2,2.5,6.3,4.85
1/1/2006,1.1,2.4,4.3,4.47
1/2/2006,2,0.06,0.8,4.47
1/3/2006,0,0,0,4.58
1/4/2006,0,0,0,4.53
1/5/2006,0,0,0,4.47
1/6/2006,0,0,0,4.47
1/7/2006,0,0,0,4.47
1/8/2006,0,0,0,4.42
1/9/2006,0,0.06,0,4.27
1/10/2006,0.1,0.06,0.8,4.22
1/11/2006,2.7,1.6,1.8,4.18
1/12/2006,0,0,0,4.18
1/13/2006,0,0,0,5.02
1/14/2006,0,0,0,9.57
1/15/2006,0,0,0.1,15.17
1/16/2006,0.4,0.06,1,15.34
1/17/2006,0.1,0.06,0.3,12.62
1/18/2006,0,3.2,0,10.86
1/19/2006,0,2,0,10.14
1/20/2006,0.1,0,0,9.14
1/21/2006,0,2.4,0,7.35
1/22/2006,0,0,0,7.02
1/23/2006,0.8,0,1.3,6.47
1/24/2006,1.5,0,1.2,5.26
1/25/2006,2.2,0,0.5,4.8
1/26/2006,0,0,0.1,3.9
1/27/2006,0.1,0,0,3.28
1/28/2006,0.1,0,0.1,3.21
1/29/2006,0,0,0,2.99
1/30/2006,0.3,0,0.06,2.93
1/31/2006,1,0,0.7,2.76
2/1/2006,5.2,4.3,5.9,2.64
2/2/2006,4,6,4.2,2.61
2/3/2006,0,0,0,2.49
2/4/2006,0,0,0,2.43
2/5/2006,0,0,0,2.35
2/6/2006,0,0,0,2.33
2/7/2006,0,0,0.5,2.22
2/8/2006,0.4,0,0.06,2.12
2/9/2006,0.06,2.6,0.6,2.03
2/10/2006,0.2,0,0.2,1.93
2/11/2006,0,0,0,1.87
2/12/2006,1.9,1.4,1.9,1.87
2/13/2006,2.5,5.3,2.5,1.85
2/14/2006,0.06,0,0,1.79
2/15/2006,0.1,0,0.1,1.76
2/16/2006,0.4,0,0.3,1.67
2/17/2006,0.1,0,0.1,1.65
2/18/2006,1.3,0,0.9,1.56
2/19/2006,1.1,1.1,0.8,1.54
2/20/2006,0,0,0.06,1.47
2/21/2006,0,0,0.06,1.39
2/22/2006,0.5,0.06,0.1,1.39
2/23/2006,0,0,0,1.39
2/24/2006,0,0,0,1.39
2/25/2006,0,0,0,1.39
2/26/2006,0,0,0,1.39
2/27/2006,0,0,0,1.36
2/28/2006,0.7,2.2,1.7,1.26
3/1/2006,0,0,0,1.26
3/2/2006,0.06,0,0.3,1.26
3/3/2006,1,0,0.9,1.26
3/4/2006,1,1.4,0.6,1.26
3/5/2006,0.1,2.5,0,1.27
3/6/2006,0.9,0,1,1.27
3/7/2006,0.2,3.4,0.1,1.25
3/8/2006,0.2,0,0.7,1.18
3/9/2006,0,1.2,0,1.18
3/10/2006,0,0,0,1.18
3/11/2006,0,0,0,1.18
3/12/2006,0,0,0,1.18
3/13/2006,0,0,0,1.18
3/14/2006,0,0,0.06,1.18
3/15/2006,0.06,0,0.06,1.18
3/16/2006,0,0,0,1.18
3/17/2006,0,0,0,1.17
3/18/2006,6.3,1,1.3,1.09
3/19/2006,2.3,1.9,3.6,1.08
3/20/2006,0.06,0,0.06,1.08
3/21/2006,0.06,0,0.06,1.08
3/22/2006,0,0,0,1.08
3/23/2006,0,0,0,1.08
3/24/2006,0.06,0,0.06,1.08
3/25/2006,0.1,0,0,1.08
3/26/2006,0,0,0,1.08
3/27/2006,0.06,0,0.1,1.08
3/28/2006,4.6,0,6.3,1.08
3/29/2006,7.3,0,5.4,1.16
3/30/2006,1.9,8.4,1.2,1.18
3/31/2006,5.1,0.06,6,1.24
4/1/2006,5.6,1.2,3,1.45
4/2/2006,2.6,1.2,1.7,1.49
4/3/2006,3.2,1.1,4.2,1.52
4/4/2006,0,0.06,1.7,1.75
4/5/2006,12.2,0.06,3.4,1.83
4/6/2006,0.06,0,0.06,2.01
4/7/2006,0.7,0,1.3,4.01
4/8/2006,0,2.5,0.06,4.71
4/9/2006,1.8,0,1.5,6.21
4/10/2006,0.8,0,1.4,6.97
4/11/2006,2.1,0,0.8,12.68
4/12/2006,0,0,0,18.32
4/13/2006,0,0,0,20.09
4/14/2006,0,0,0,23.07
4/15/2006,0,0,0,27.74
4/16/2006,0,0,0,34.92
4/17/2006,0.9,0,3.4,40.1
4/18/2006,1.6,0.06,0.06,47.12
4/19/2006,1.6,0,0.1,60.7
4/20/2006,6.7,0,8,62.12
4/21/2006,0.06,0,0,61.41
4/22/2006,0,0,0,62.13
4/23/2006,0,0,0,65.06
4/24/2006,0,0,0,68.13
4/25/2006,0,0,0,62.86
4/26/2006,0,0,0,60.03
4/27/2006,0,0,0,56.67
4/28/2006,0,0,0,52.89
4/29/2006,0,0,0,48.24
4/30/2006,0,0,0,43.5
5/1/2006,0,0,0,39.22
5/2/2006,0,0,0,35.36
5/3/2006,0,0,0,30.8
5/4/2006,0,0,0,26.52
5/5/2006,0,0,0,22.06
5/6/2006,0,0,0,20.12
5/7/2006,0,0,0,19.44
5/8/2006,0,0,0.06,18.35
5/9/2006,0,0,0,15.98
5/10/2006,0,0,0,14.92
5/11/2006,0,0,0,14.25
5/12/2006,0,0,0.1,11.99
5/13/2006,0,0,0.06,11.32
5/14/2006,0,0,0.1,10.09
5/15/2006,0.9,10,1,9.63
5/16/2006,0.06,4.6,0,8.2
5/17/2006,0,0,0,7.65
5/18/2006,0,0,0.4,6.82
5/19/2006,1.8,0,0.5,6.59
5/20/2006,1.1,0,2.1,6.22
5/21/2006,0,0,0,5.24
5/22/2006,0,0,0.7,5.06
5/23/2006,9.4,0,18.1,5.18
5/24/2006,2.4,1.5,1,5.3
5/25/2006,3.3,5.2,4.4,6.37
5/26/2006,6.4,0,1.7,7.66
5/27/2006,0.06,10.2,0.06,9
5/28/2006,0,0,0,10.1
5/29/2006,0,0,0,10.21
5/30/2006,9.6,0,0.06,9.75
5/31/2006,0.06,0,0,9.21
6/1/2006,0.4,0,0,7.57
6/2/2006,0,0,0.06,6.67
6/3/2006,11.7,0,5.9,6.23
6/4/2006,0,12.7,0,5.55
6/5/2006,0,0,0,5.81
6/6/2006,0,0,0,6.67
6/7/2006,0,0,0.06,6.83
6/8/2006,0,0,0,6.75
6/9/2006,0,0,0,6.09
6/10/2006,0,0,0,5.06
6/11/2006,0,0,0,4.51
6/12/2006,0,0,0,3.98
6/13/2006,0,0,0,3.59
6/14/2006,3.1,0,0.5,3.23
6/15/2006,0,0,0,3.16
6/16/2006,0,0,0,3.02
6/17/2006,0,0,0,2.85
6/18/2006,0,0,0,2.34
6/19/2006,0,0,0,2.26
6/20/2006,0,0,0,2.16
6/21/2006,0,0,0.06,2.02
6/22/2006,6.3,0,7.1,2.02
6/23/2006,0.1,19.8,0.06,2.04
6/24/2006,0,5.4,0,2.02
6/25/2006,0,0,0.1,2.21
6/26/2006,0.9,0,5.7,2.26
6/27/2006,14.9,3.2,6.8,2.24
6/28/2006,0.06,0,0.06,1.9
6/29/2006,0.06,5.6,0.06,2.07
6/30/2006,0,0,0,2.43
7/1/2006,0,0,0,2.54
7/2/2006,0,0,0,2.48
7/3/2006,0,0,0,2.21
7/4/2006,0.2,0,0.1,2.02
7/5/2006,0,0,0,1.84
7/6/2006,0,0,0,1.78
7/7/2006,0,0,0,1.59
7/8/2006,0,0,0,1.55
7/9/2006,0,0,0,1.41
7/10/2006,4.5,0,0,1.38
7/11/2006,0,0,0,1.18
7/12/2006,0.06,0,0,1.3
7/13/2006,0.6,0,0.1,1.37
7/14/2006,2.5,0,0.3,1.38
7/15/2006,0,0,0,1.19
7/16/2006,0,0,0,1.18
7/17/2006,0.2,0,0.1,1.1
7/18/2006,0,4.2,0,1.07
7/19/2006,0,0,0,1.11
7/20/2006,0,0,0,1.25
7/21/2006,2.6,4.1,3.5,1.26
7/22/2006,3,9.2,7,1.14
7/23/2006,0,0,0,1.43
7/24/2006,9.5,0,0.9,1.5
7/25/2006,0,0,0,1.64
7/26/2006,0,0,0,1.76
7/27/2006,0,0,0,1.78
7/28/2006,0,0,0,1.53
7/29/2006,0,0,0,1.5
7/30/2006,0,0,0,1.5
7/31/2006,0,0,0,1.19
8/1/2006,0,0,0,1.18
8/2/2006,0,0,0,1.22
8/3/2006,0,0,0,1.37
8/4/2006,0,0,0,1.38
8/5/2006,0,0,0,1.37
8/6/2006,0,0,0,1.38
8/7/2006,0,0,0,1.19
8/8/2006,0,0,0,1.16
8/9/2006,0,0,0,1.19
8/10/2006,0,0,0,1.19
8/11/2006,0,0,0,1.16
8/12/2006,0,0,0,1.19
8/13/2006,0,0,0,1.19
8/14/2006,0,0,0,1.19
8/15/2006,3.1,0,12,1.16
8/16/2006,10,2,0.2,1.28
8/17/2006,2.1,0,0.2,1.38
8/18/2006,3.4,3.5,0.06,1.54
8/19/2006,0,15,0,1.61
8/20/2006,0,0,0,1.68
8/21/2006,2.5,0,9.6,1.65
8/22/2006,0,0,1.7,1.57
8/23/2006,0,3.4,0.06,1.57
8/24/2006,0,0,0.06,1.38
8/25/2006,0,0,0.3,1.4
8/26/2006,0.06,0,0,1.37
8/27/2006,1,9.5,16.8,1.4
8/28/2006,11,0,48.7,1.65
8/29/2006,5.4,43,5.8,2.22
8/30/2006,0,0,0,2.27
8/31/2006,1.2,0,0,2.27
9/1/2006,0,0,0,2.25
9/2/2006,0,0,2.5,2.07
9/3/2006,1.8,8,12.5,1.85
9/4/2006,33,21,9,1.68
9/5/2006,1.5,0.06,0.2,3.36
9/6/2006,0.7,0,0.06,5.58
9/7/2006,5.8,0,3.4,5.84
9/8/2006,2.8,0,1.7,5.78
9/9/2006,0.3,5.9,0.06,5.09
9/10/2006,0,0,0,4.59
9/11/2006,0,0,0,4.64
9/12/2006,0,0,0,4.54
9/13/2006,0,0,0,4.04
9/14/2006,0,0,0,3.21
9/15/2006,0,0,0,3.14
