DATA,LAHTI,PORVO,MUSTI,FLOW
11/21/2002,0.9,2.2,0.4,1.47
11/22/2002,0,0,0,1.99
11/23/2002,0,0.3,0,2.52
11/24/2002,0.7,0.06,0.2,2.26
11/25/2002,1.3,0.8,1.5,1.47
11/26/2002,13.4,8.2,9.5,1.47
11/27/2002,0,0.2,0.1,2
11/28/2002,0.06,0.1,0.06,3.04
11/29/2002,0,0.5,0.1,4.09
11/30/2002,0.3,0,0,4.09
12/1/2002,0.4,1.9,0.9,4.09
12/2/2002,0.9,2.9,1.3,3.31
12/3/2002,0,0,0,2.52
12/4/2002,0.2,0.2,0.1,2.52
12/5/2002,0.2,0,0.2,2.53
12/6/2002,0.1,0.2,0.1,1.48
12/7/2002,0.4,0.2,0.2,1.48
12/8/2002,1,0.6,0.7,2.53
12/9/2002,1.7,0,0.1,2.53
12/10/2002,0,0,0,1.48
12/11/2002,0,0,0.3,2.53
12/12/2002,0.3,0.3,1.5,2.53
12/13/2002,0.06,0,0,2.53
12/14/2002,0,0.2,0,2.53
12/15/2002,0.1,0,0.1,2.27
12/16/2002,0,0,0,1.49
12/17/2002,1.5,1.1,1.6,2.53
12/18/2002,0,0,0,2.53
12/19/2002,0.9,0.2,0.5,2.54
12/20/2002,2.3,0.3,1.5,2.54
12/21/2002,1.1,0.3,0.8,2.54
12/22/2002,0,0,0,2.54
12/23/2002,0,0,0,1.75
12/24/2002,0,0,0,1.49
12/25/2002,0.4,1.4,0.5,1.49
12/26/2002,0.3,0.9,1,1.49
12/27/2002,0,0.2,0.06,1.5
12/28/2002,0,1.1,0.1,1.5
12/29/2002,0.1,1,0.1,1.5
12/30/2002,0,0,0,1.5
12/31/2002,0,0,0,1.5
1/1/2003,0,0,0,0.59
1/2/2003,0,0,0,0.62
1/3/2003,0,0,0.1,0.62
1/4/2003,0,0.1,0,0.62
1/5/2003,0,0,0,0.62
1/6/2003,0,0,0,0.62
1/7/2003,2.2,2.4,2,0.62
1/8/2003,0.8,2,1.3,0.62
1/9/2003,0,0,0,0.62
1/10/2003,0,0,0,0.62
1/11/2003,6.7,4.9,6.1,0.65
1/12/2003,1.3,1.2,0.7,0.68
1/13/2003,0.9,0.5,1,0.71
1/14/2003,4.7,6,7.7,0.71
1/15/2003,3.3,2.6,2.5,0.71
1/16/2003,0.2,0.8,1.8,0.71
1/17/2003,0.2,0.2,0.2,0.73
1/18/2003,0.7,0.5,0.4,0.76
1/19/2003,0,0,0,0.78
1/20/2003,6.7,7,6.2,0.78
1/21/2003,0.1,0.1,0.5,0.78
1/22/2003,0.9,0.8,2,0.82
1/23/2003,4.6,6,3.8,0.82
1/24/2003,0.2,0.5,0.5,0.82
1/25/2003,2.6,2.7,2.6,0.82
1/26/2003,1.7,3.6,2.3,0.82
1/27/2003,0.5,0.6,1.4,0.85
1/28/2003,0.5,0.2,0.5,0.87
1/29/2003,0.06,0.9,0.06,0.87
1/30/2003,0,0.4,0,0.86
1/31/2003,0,0.3,0,0.82
2/1/2003,0.2,0,0.4,0.82
2/2/2003,0,0,0.1,0.85
2/3/2003,0.06,0.9,0.6,0.87
2/4/2003,0.7,4.3,1.5,0.87
2/5/2003,1.8,1.9,0.6,0.82
2/6/2003,2.5,2.9,2.3,0.82
2/7/2003,0,0,0.2,0.82
2/8/2003,0,0,0.1,0.82
2/9/2003,0,0,0,0.82
2/10/2003,0,0,0.2,0.82
2/11/2003,0,0.4,0.1,0.82
2/12/2003,0.06,0.1,0.1,0.82
2/13/2003,2.9,1,1.2,0.82
2/14/2003,0.5,0.6,0.5,0.82
2/15/2003,0,0,0,0.77
2/16/2003,0,0,0,0.77
2/17/2003,0,0,0,0.77
2/18/2003,0,0,0,0.77
2/19/2003,0,0,0,0.77
2/20/2003,0,0,0,0.77
2/21/2003,0,0,0,0.77
2/22/2003,0,0,0,0.77
2/23/2003,0,0,0.1,0.77
2/24/2003,0,0,0.1,0.77
2/25/2003,0,0.1,0,0.77
2/26/2003,0,0.3,0.1,0.77
2/27/2003,0.06,0.2,0.1,0.77
2/28/2003,0.06,0.1,0.1,0.77
3/1/2003,0,0.1,0.06,0.77
3/2/2003,0.06,0.2,0.1,0.75
3/3/2003,0.1,0.2,0.2,0.77
3/4/2003,0.06,0,0.06,0.77
3/5/2003,0,0,0,0.77
3/6/2003,0,0,0,0.77
3/7/2003,0,0,0,0.77
3/8/2003,0,0,0,0.82
3/9/2003,0.7,2.6,1.2,0.82
3/10/2003,3.2,3,3.7,0.82
3/11/2003,0,4.2,0.7,0.82
3/12/2003,0.2,0.1,0.1,0.82
3/13/2003,0,0,0,0.82
3/14/2003,0,0,0,0.86
3/15/2003,0,0,0,0.86
3/16/2003,0.4,0,0,0.86
3/17/2003,0,0,0,0.86
3/18/2003,0,0,0,0.86
3/19/2003,0.2,0,0.1,0.86
3/20/2003,0,0,0,0.9
3/21/2003,0,0,0,0.9
3/22/2003,0,0,0,1
3/23/2003,0,0,0,1.6
3/24/2003,0,0,0,1.98
3/25/2003,0,0,0,3.88
3/26/2003,0,0,0,7.74
3/27/2003,0,0,0,10.49
3/28/2003,0,0,0,12.16
3/29/2003,0,0,0,17.41
3/30/2003,0.2,0.2,0.1,19.45
3/31/2003,0.06,0.1,0.06,19.81
4/1/2003,0,0,0,20.36
4/2/2003,0,0.1,0,19.81
4/3/2003,2,4.3,5,16.17
4/4/2003,4.8,3.3,4.5,16.17
4/5/2003,6.6,12.4,10.9,16.17
4/6/2003,0,0,0,14.09
4/7/2003,0,0,0,11.82
4/8/2003,0,0,0,9.83
4/9/2003,0.3,2.5,1.2,8.64
4/10/2003,0.7,0.4,0.2,7.12
4/11/2003,0,0,0,5.87
4/12/2003,0,0,0,7.74
4/13/2003,0.3,0,0.1,10.02
4/14/2003,0.06,0,0,16.78
4/15/2003,0,0,0,19.44
4/16/2003,0,0.2,0,19.8
4/17/2003,0,0,0,20.54
4/18/2003,0,0.06,0,23.37
4/19/2003,0,0,0,24.25
4/20/2003,0,0,0,24.7
4/21/2003,0,0,0,24.7
4/22/2003,0,0,0,24.47
4/23/2003,0,0.3,0.06,22.73
4/24/2003,0,0,0,21.91
4/25/2003,0,0,0,21.11
4/26/2003,0,0,0,20.35
4/27/2003,0,0,0,18.22
4/28/2003,1.9,2.5,2.9,17.72
4/29/2003,6.1,4.3,6.1,15.58
4/30/2003,0.8,0.5,1,13.57
5/1/2003,10,8.2,10.2,11.82
5/2/2003,0,0,0,13.44
5/3/2003,6.5,5.5,7.5,13.95
5/4/2003,2.3,0.06,0,16.77
5/5/2003,0,0,0,17.08
5/6/2003,5.1,4.5,5.9,17.72
5/7/2003,6.1,0,0,17.72
5/8/2003,0.7,0.2,0.9,17.72
5/9/2003,0.2,0,0,17.08
5/10/2003,0,0,0,17.08
5/11/2003,0,0,0,16.92
5/12/2003,0,0,0,15.57
5/13/2003,1.4,1.5,2.7,14.47
5/14/2003,3.6,3.7,3.7,13.94
5/15/2003,4,5.7,5.2,11.6
5/16/2003,18.6,19.8,18.3,13.44
5/17/2003,13.4,9,14.1,24.45
5/18/2003,2.7,0.2,0.2,37.01
5/19/2003,0.3,0.06,0.2,38.4
5/20/2003,0,0,0,39.11
5/21/2003,0.06,0,0,38.75
5/22/2003,0,0,0,34.06
5/23/2003,2.5,4.9,3.5,29.94
5/24/2003,0.5,2.3,0.6,29.13
5/25/2003,0.5,0.2,0.3,22.09
5/26/2003,0,0,0.8,18.89
5/27/2003,0,0,0,16.76
5/28/2003,2,0,0.06,16.15
5/29/2003,0,0.1,0.3,14.07
5/30/2003,1.2,1.9,0,12.95
5/31/2003,0,0,0,10.57
6/1/2003,0.06,0.2,0.6,9.47
6/2/2003,0,0.06,0,8.88
6/3/2003,0,0,0,5.92
6/4/2003,13.5,0.5,0.2,5.7
6/5/2003,5,3.5,1.3,5.5
6/6/2003,0.6,0.7,0.3,5.11
6/7/2003,0.6,0.2,0.1,4.88
6/8/2003,0,0,0,4.88
6/9/2003,5.7,11.8,9.9,4.74
6/10/2003,0.9,0.06,0.3,4.49
6/11/2003,0,0,0,4.29
6/12/2003,0,0.3,0,4.29
6/13/2003,0.4,0.4,0,4.29
6/14/2003,8.2,1.1,2.7,4.25
6/15/2003,0,0.2,0,4.06
6/16/2003,1.6,1.3,0.06,3.91
6/17/2003,0.06,0,0,3.6
6/18/2003,0,0,0,3.4
6/19/2003,10.2,10.2,9.6,3.25
6/20/2003,4.6,8.2,3.5,3.16
6/21/2003,0.2,1.2,0,3.08
6/22/2003,0,0.9,0.5,3.37
6/23/2003,0,0.2,2.6,3.5
6/24/2003,2.9,0,0,3.73
6/25/2003,0,0,0.06,3.56
6/26/2003,3.1,0.1,0.06,3.4
6/27/2003,0,0,0,3.13
6/28/2003,0.06,2.2,0.1,3.08
6/29/2003,2.9,0.5,3.9,3.19
6/30/2003,0,0.5,0.4,3.25
7/1/2003,0,0,0,3.13
7/2/2003,0,0,0,2.8
7/3/2003,0.8,0.5,0.1,2.7
7/4/2003,0,1.1,1.2,2.58
7/5/2003,3.6,0.5,1.3,2.46
7/6/2003,0,0,0,2.4
7/7/2003,0,0,0,2.33
7/8/2003,4.8,4.1,0.5,2.21
7/9/2003,12.2,16.8,17.3,2.05
7/10/2003,0.3,0.5,0,3.25
7/11/2003,9.9,2.6,7.9,3.37
7/12/2003,9.2,1.2,4.2,4.87
7/13/2003,0,0.1,0,6.79
7/14/2003,5.6,0,0.5,6.91
7/15/2003,0,0,0,7.44
7/16/2003,0,0,0,7.11
7/17/2003,0,0,0,7.04
7/18/2003,0,0,0,6.85
7/19/2003,0,0,0,6.19
7/20/2003,0,0,0,5.39
7/21/2003,0.06,0,0,4.01
7/22/2003,0.06,0,0,3.91
7/23/2003,6.1,27.6,4,3.37
7/24/2003,12.4,4.6,0.06,3.1
7/25/2003,0,0,0,2.7
7/26/2003,1,0.1,0.5,2.46
7/27/2003,1.4,0,3,2.46
7/28/2003,0,0,0,2.4
7/29/2003,0,0,0,2.25
7/30/2003,0,0,1.3,2.46
7/31/2003,0,0,0,2.56
8/1/2003,0,0.06,0,2.49
8/2/2003,0,0,0,2.33
8/3/2003,0.4,0,0,1.96
8/4/2003,0,0.1,0,1.77
8/5/2003,1.3,4.5,4.2,1.63
8/6/2003,0,0,0.2,1.5
8/7/2003,0,0,0,1.54
8/8/2003,2.5,0.2,2.8,1.48
8/9/2003,0.06,3.7,5.7,1.43
8/10/2003,0,0,0.06,1.4
8/11/2003,0,0,0,1.37
8/12/2003,0,0,0,1.39
8/13/2003,0,0,0,1.42
8/14/2003,1.5,3.2,0.8,1.34
8/15/2003,3.9,14.1,4.3,1.34
8/16/2003,7.3,0.5,1.4,1.34
8/17/2003,0,0,0,1.42
8/18/2003,0.8,4.5,1.2,1.61
8/19/2003,3.6,22.1,6.5,1.77
8/20/2003,1.6,1,2,1.94
8/21/2003,9.6,15.7,1.7,1.97
8/22/2003,0.9,0.4,9.3,2.05
8/23/2003,17.3,11,5.9,2.33
8/24/2003,9.9,11.2,9.1,2.42
8/25/2003,0,0,0,2.96
8/26/2003,0,0.1,0,3.19
8/27/2003,0.5,0,0,3.37
8/28/2003,1.4,1.9,2.9,3.22
8/29/2003,0.3,0,0.6,3.1
8/30/2003,0.3,0,0,2.58
8/31/2003,0.06,0,0,2.05
9/1/2003,0.3,0,0,1.8
9/2/2003,0,0,0,1.63
9/3/2003,3.3,2.5,2.7,1.42
9/4/2003,0.06,0.5,0.4,1.22
9/5/2003,0,0,0,1.32
9/6/2003,0,0,0,1.34
9/7/2003,0,0,0,1.34
9/8/2003,0,0,0,1.34
9/9/2003,0,0,0,1.29
9/10/2003,0,0,0.1,1.22
9/11/2003,0.2,0,1.8,1.07
9/12/2003,0,0.1,1.3,1.11
9/13/2003,0,0,0,1.07
9/14/2003,0.06,0,0,1.04
9/15/2003,0.5,0.06,0.1,1.07
9/16/2003,0,0.3,0,1.11
9/17/2003,0,0,0.06,1.09
9/18/2003,0,0.06,0.06,1.14
9/19/2003,0,0,0,1.18
9/20/2003,0,0,0,1.22
9/21/2003,1.6,0,0.06,1.22
9/22/2003,0,0,0,1.22
9/23/2003,4.4,3.4,1,1.18
9/24/2003,0,0,0,1.17
9/25/2003,1.9,0.5,0.2,1.09
9/26/2003,0,0,0,1.28
9/27/2003,3.3,6.5,5.5,1.39
9/28/2003,5.5,4.7,2.2,1.38
9/29/2003,0.06,1.5,0.06,1.34
9/30/2003,8.2,14.2,8.1,1.36
10/1/2003,5.3,3.6,3.6,1.39
10/2/2003,0.1,0,0.06,1.54
10/3/2003,0.06,0,0,1.67
10/4/2003,1,0.6,2,1.77
10/5/2003,0.7,0.1,0.7,1.7
10/6/2003,5.3,11,8,1.87
10/7/2003,19.6,16.8,19.4,3.97
10/8/2003,27.2,9.3,13.8,10.07
10/9/2003,0.3,1,0.6,10.54
10/10/2003,0,0.3,0.4,14.68
10/11/2003,11.2,3,4,14.28
10/12/2003,26.4,7.9,23,21.03
10/13/2003,0,0.3,0,22.84
10/14/2003,0,0,0,25.51
10/15/2003,0,0,0,26.47
10/16/2003,0,0,0,25.51
10/17/2003,0.2,0,0,22.84
10/18/2003,0,0,0.06,19.35
10/19/2003,0.06,0,0.1,16.1
10/20/2003,0.06,0,0.06,14.82
10/21/2003,0.06,0,0,13.51
10/22/2003,0.06,0,0,10.44
10/23/2003,0,0,0,10.06
10/24/2003,3.2,2.5,5.3,8.93
10/25/2003,1.2,9.5,6.1,7.7
10/26/2003,0.2,0,0,6.77
10/27/2003,0.5,0.9,0.5,5.63
10/28/2003,0,0,0,4.9
10/29/2003,3.8,2.9,2.7,5.95
10/30/2003,0.4,0,0,6.41
10/31/2003,2,2,1.2,6.9
11/1/2003,0,0,1.1,7.15
11/2/2003,2.5,2.8,2.9,7.02
11/3/2003,1.6,3.4,1.9,7.99
11/4/2003,1.2,2.8,0.3,8.76
11/5/2003,0.2,0.1,0.2,9.26
11/6/2003,0.2,0.2,0.2,9.61
11/7/2003,0,0,0,9.78
11/8/2003,0,0,0.2,9.26
11/9/2003,0,0.9,0.5,8.44
11/10/2003,0.9,0.3,0.4,6.89
11/11/2003,0,0,0,6.52
11/12/2003,0,0,0,5.95
11/13/2003,0.1,0.2,0.3,5.18
11/14/2003,1.6,0.6,1.9,5.09
11/15/2003,0.8,0.7,0.5,4.86
11/16/2003,7.5,5.5,10.7,8.6
11/17/2003,10.2,7.7,5.2,16.69
11/18/2003,0.3,0,0.1,20.44
11/19/2003,0,0.8,0.1,21.2
11/20/2003,1.4,0.9,0.8,20.62
11/21/2003,0,0,0,19.7
11/22/2003,0,1.4,0.4,14.27
11/23/2003,2.3,8.7,5.4,13.88
11/24/2003,1,1,0.5,11.54
11/25/2003,0,0.2,0.6,11.13
11/26/2003,2,0.7,1.5,9.43
11/27/2003,3.3,8,5,13.88
11/28/2003,0.9,1.8,2.6,19.33
11/29/2003,0.7,1.4,0.4,19.69
11/30/2003,1.1,0.4,0.8,21.39
12/1/2003,0.9,2.5,1.7,20.43
12/2/2003,0.4,1,0.5,19.87
12/3/2003,0,1,0.2,19.33
12/4/2003,3,1.7,1.3,13.37
12/5/2003,0,0,0,13.01
12/6/2003,0,0,0,11.86
12/7/2003,0.06,0,0,11.54
12/8/2003,0,0,0,10.72
12/9/2003,0,0.2,0.5,10.43
12/10/2003,0.3,0.9,0.5,10.05
12/11/2003,1.3,0.3,1,7.77
12/12/2003,0,0,0,7.69
12/13/2003,1.7,2.8,2.5,7.42
12/14/2003,5.9,6.4,6.5,6.7
12/15/2003,1.6,0.6,1.3,5.89
12/16/2003,0.06,0.1,0.1,5.84
12/17/2003,6.8,4.5,6,5.13
12/18/2003,1.6,1,1,4.68
12/19/2003,0,0.1,0,5.32
12/20/2003,0.3,0,0.1,5.84
12/21/2003,22.6,16.2,15.9,6.11
12/22/2003,3.7,1.3,0.9,5.89
12/23/2003,0.4,0.9,1.7,5.68
12/24/2003,4.2,4.9,8.5,7.69
12/25/2003,0.5,9.7,6,15.21
12/26/2003,0.06,0.9,1.7,24.55
12/27/2003,6.2,12.3,8.6,33.57
12/28/2003,7.5,4.8,6.3,37.5
12/29/2003,3.7,2.2,3.5,38.9
12/30/2003,0,0,0,37.84
12/31/2003,0.1,0,0.1,35.48
1/1/2004,0,0,0,24.45
1/2/2004,0,0,0,25.6
1/3/2004,0,0,0,24.45
1/4/2004,1.9,1.4,1.7,21.29
1/5/2004,0.3,0.2,0.1,17.55
1/6/2004,0.4,0.5,0.4,15.28
1/7/2004,0,0,0.1,14.07
1/8/2004,1.5,0.3,2.7,12.25
1/9/2004,0,0,0,11.07
1/10/2004,0.1,0.2,0.1,10.19
1/11/2004,0.8,0.8,0.8,8.88
1/12/2004,0.9,1,1.2,8.02
1/13/2004,1.5,0.5,1,7.45
1/14/2004,2.5,3.4,2.6,6.67
1/15/2004,0.9,2.3,1.3,5.81
1/16/2004,1.2,1,1.6,5.35
1/17/2004,0.1,1.3,2.1,4.88
1/18/2004,1.4,0.8,1.5,4.45
1/19/2004,0.1,0.2,0.2,4.21
1/20/2004,0,0.1,0,4.06
1/21/2004,0.1,0.06,0,3.87
1/22/2004,0,0.1,0,3.77
1/23/2004,0,0.2,0.2,3.53
1/24/2004,0,0,0.1,3.53
1/25/2004,0.4,0.1,0.2,3.28
1/26/2004,0.3,0.8,0.4,3.34
1/27/2004,2.4,1.5,2,3.22
1/28/2004,1.2,1.7,1.9,3.22
1/29/2004,1.3,1.7,1.2,3.22
1/30/2004,0.9,0.2,0.2,3.22
1/31/2004,17.6,18.5,25.7,3.22
2/1/2004,8,8.5,6.2,3.22
2/2/2004,0,0,0,3.22
2/3/2004,5.8,5.2,7.8,3.41
2/4/2004,5.5,4.9,1.6,3.53
2/5/2004,0.4,0.2,0.5,4.17
2/6/2004,0.8,0.3,0.8,5.2
2/7/2004,0,0.1,0.1,5.81
2/8/2004,1.1,1.5,0.6,6.03
2/9/2004,1.4,2.1,2.3,6.14
2/10/2004,0,0,0,6.08
2/11/2004,0,0,0,5.86
2/12/2004,1,0.2,0.8,5.65
2/13/2004,0.7,0.06,0.5,5.01
2/14/2004,0.5,0.7,0.3,4.83
2/15/2004,0.06,1.2,1.2,4.83
2/16/2004,3,1.6,2.3,4.7
2/17/2004,4.6,9,5.3,4.53
2/18/2004,0,0,0,4.25
2/19/2004,1,1.4,0.8,4.25
2/20/2004,0,0,0,4.25
2/21/2004,0,0,0,4.25
2/22/2004,0,0.4,0.1,4.25
2/23/2004,0.6,2.3,1.2,4.25
2/24/2004,1.1,2.6,2.1,4.25
2/25/2004,1.6,5,1.5,4.13
2/26/2004,3.7,4.9,7,3.87
2/27/2004,0.3,0.6,0.2,3.77
2/28/2004,0,0,0,3.7
2/29/2004,0.5,0,0.5,3.67
3/1/2004,1.1,0.8,1.3,3.67
3/2/2004,8.6,9.6,8.5,3.53
3/3/2004,0,0.1,0.06,3.53
3/4/2004,0,0,0,3.44
3/5/2004,0.06,0,0,3.34
3/6/2004,0.06,0,0.06,3.34
3/7/2004,0,0,0,3.34
3/8/2004,0,0.1,0,3.34
3/9/2004,0,0,0,3.22
3/10/2004,0,0,0,3.22
3/11/2004,0,0,0,3.22
3/12/2004,0,0,0,3.05
3/13/2004,0,0,0,2.94
3/14/2004,1.1,4.2,1.8,2.94
3/15/2004,3.1,7.9,4.4,3.05
3/16/2004,0,0,0,3.22
3/17/2004,2.8,0.5,1.5,3.95
3/18/2004,0.06,0,0.06,4.25
3/19/2004,0.2,1,0.8,5.81
3/20/2004,4.7,9.4,8,6.03
3/21/2004,4.1,9.3,8.3,9.47
3/22/2004,2.8,0.8,0.6,11.7
3/23/2004,0,0,0,13.81
3/24/2004,0,1,0.2,14.87
3/25/2004,4.4,7.8,4,15.28
3/26/2004,0,0,0.06,14.73
3/27/2004,0.7,1.7,0.5,14.07
3/28/2004,0,0.1,0.1,13.31
3/29/2004,0,0,0,12.83
3/30/2004,0,0,0,14.07
3/31/2004,0,0,0,20.71
4/1/2004,0,0,0,25.83
4/2/2004,0,0,0,27.3
4/3/2004,0,0,0,28.07
4/4/2004,0,0,0,26.8
4/5/2004,0,0,0,24.22
4/6/2004,0,0,0,23.35
4/7/2004,0,0,0,27.81
4/8/2004,0,0,0,37.69
4/9/2004,0.4,0.1,0.3,40.95
4/10/2004,0.5,2.4,1,42.48
4/11/2004,1.3,2.9,3.3,44.08
4/12/2004,0.06,0,0.06,42.48
4/13/2004,0,0,0,40.2
4/14/2004,0.4,0.1,0.1,40.2
4/15/2004,0,0,0,40.2
4/16/2004,0,0,0,40.95
4/17/2004,0,0,0,42.48
4/18/2004,0,0,0,44.9
4/19/2004,0,0,0,46.58
4/20/2004,0.9,3.7,0.4,46.58
4/21/2004,0,0.9,0.6,44.9
4/22/2004,0,0,0,44.48
4/23/2004,0,0,0,42.87
4/24/2004,0,0,0,41.32
4/25/2004,0,0,0,40.2
4/26/2004,0,0,0,36.66
4/27/2004,0,0,0,31.93
4/28/2004,0,0.1,0,28.33
4/29/2004,0,0,0,25.6
4/30/2004,0,0,0,22.29
5/1/2004,0.06,0,0,20.33
5/2/2004,0,0,0,18.72
5/3/2004,0,0,0,17.55
5/4/2004,0.4,1.4,1.3,15.42
5/5/2004,0,0,0,13.94
5/6/2004,0,0,0,13.43
5/7/2004,1.1,0,0,12.25
5/8/2004,0.06,0,0.2,11.07
5/9/2004,0.4,0,0.1,10.19
5/10/2004,1.3,2,0.06,9.73
5/11/2004,0,0,0,8.88
5/12/2004,0,0,0,8.55
5/13/2004,0,0,0.06,7.73
5/14/2004,1.5,2.1,3.1,6.92
5/15/2004,0,0,0.06,6.73
5/16/2004,0.1,0.1,0.1,6.08
5/17/2004,0.2,1.8,4.4,5.86
5/18/2004,4.6,6.8,5.9,5.65
5/19/2004,16,2.3,4.2,5.11
5/20/2004,0.5,0.1,0.06,6.86
5/21/2004,7.4,3.2,1.5,7.12
5/22/2004,0.06,1.3,2.7,7.66
5/23/2004,0.1,0.1,0.3,7.66
5/24/2004,0,0,0,7.66
5/25/2004,0.3,0,0.7,7.38
5/26/2004,0,0.1,0,6.92
5/27/2004,0,3.6,1.6,6.37
5/28/2004,7.4,3.4,6.7,5.65
5/29/2004,7.2,12.9,5.7,5.11
5/30/2004,14.9,7,3.4,5.92
5/31/2004,0,0,0,6.49
6/1/2004,0.1,0,0.06,7.52
6/2/2004,0,0.1,0.06,8.09
6/3/2004,0.06,0,0,8.09
6/4/2004,0,0.7,0.1,7.52
6/5/2004,0,0,0,7.45
6/6/2004,0.1,0.3,0.1,6.73
6/7/2004,5.2,4.2,13.1,5.81
6/8/2004,0,0,0,4.79
6/9/2004,0,0,0,3.98
6/10/2004,0,0.1,0.4,3.7
6/11/2004,11,1,2.7,3.53
6/12/2004,18,19.3,16.2,3.41
6/13/2004,0,0,0.06,7.66
6/14/2004,5.8,3,2.4,7.8
6/15/2004,0.5,0.2,0.06,8.02
6/16/2004,2.7,4.6,16,7.73
6/17/2004,0.5,0,0.3,7.45
6/18/2004,0.6,0.8,1.5,7.05
6/19/2004,0,0,0,6.43
6/20/2004,2.7,2.8,4,5.55
6/21/2004,0.06,1.5,0,4.83
6/22/2004,0.06,0.7,1.4,4.21
6/23/2004,4,1,2.8,3.73
6/24/2004,15.6,27.6,10.6,3.53
6/25/2004,0,1.4,0.3,6.86
6/26/2004,6.7,0.8,0.7,7.12
6/27/2004,2.5,8,12.6,7.66
6/28/2004,1.8,2.7,2.2,7.59
6/29/2004,5.7,2.4,0.9,9.91
6/30/2004,28.2,32.1,28.5,12.83
7/1/2004,0,0.3,0,26.31
7/2/2004,2.8,2,2.3,30.49
7/3/2004,7.1,12.9,43.8,31.64
7/4/2004,0.8,2,2.8,30.49
7/5/2004,2,3.2,1.4,26.8
7/6/2004,5,2,4.9,21.89
7/7/2004,2,0.4,8.4,20.33
7/8/2004,0,0,0.3,20.15
7/9/2004,0,0.1,0.06,19.42
7/10/2004,8.3,3.7,5.4,18.54
7/11/2004,3.3,0.7,0.4,17.71
7/12/2004,0,0.6,0.1,16.15
7/13/2004,0.4,0.6,1.5,14.59
7/14/2004,7.6,0.8,1.5,13.43
7/15/2004,0,0.1,0,12.83
7/16/2004,0,0,0,12.14
7/17/2004,0.8,2.6,0.3,11.07
7/18/2004,0,0.1,0,10.19
7/19/2004,8.2,3.5,17.6,8.88
7/20/2004,0.1,0.06,0,8.02
7/21/2004,0,0,0,7.45
7/22/2004,0,0,0,6.43
7/23/2004,0,12.6,2.5,5.86
7/24/2004,0,0,0,5.55
7/25/2004,0.5,1.3,0,5.01
7/26/2004,0,0.1,0,4.66
7/27/2004,34.7,21.7,39.4,9.91
7/28/2004,23.6,8.6,18.5,14.07
7/29/2004,29.7,28.5,28.8,67.33
7/30/2004,10.6,12.4,8.9,69.86
7/31/2004,14,37.3,33.8,95.54
8/1/2004,0.7,0.1,1.2,97.32
8/2/2004,18.3,13.8,6.5,100.97
8/3/2004,0,0,0,97.32
8/4/2004,0,0,0,87.94
8/5/2004,0,0,0,76.6
8/6/2004,0,0,0,64.89
8/7/2004,0,0,0,58.1
8/8/2004,17.4,1.5,2.5,56
8/9/2004,0,0,0,50.61
8/10/2004,0.06,0.3,1.1,44.08
8/11/2004,8.7,6.7,1.1,38.39
8/12/2004,0.3,0.1,0,32.23
8/13/2004,0.3,0.1,0.06,28.07
8/14/2004,0.3,0.1,0.06,23.13
8/15/2004,0.9,0.7,1.4,20.15
8/16/2004,0.06,0,0,17.55
8/17/2004,10,9.9,15.4,15.28
8/18/2004,1.1,2.6,4.3,16.6
8/19/2004,4.7,3.1,5.2,18.54
8/20/2004,0,0.1,0,18.04
8/21/2004,7.7,1.5,21,17.55
8/22/2004,0.7,3,1.2,14.33
8/23/2004,0.4,0.3,2.4,13.43
8/24/2004,0.06,0.2,0.06,12.48
8/25/2004,0.2,3,0.4,12.14
8/26/2004,9,13.2,33,11.92
8/27/2004,9.3,0.5,0.1,19.06
8/28/2004,5.5,2.5,8.9,20.71
8/29/2004,0.3,2.7,7.1,21.1
8/30/2004,3.2,9.3,2,20.9
8/31/2004,3.3,11.7,6.9,20.33
9/1/2004,1.6,4.2,1.3,20.71
9/2/2004,14.6,17.1,10.7,25.13
9/3/2004,0,0.3,4.8,28.85
9/4/2004,0,0,0,30.49
9/5/2004,0,0,0,29.39
9/6/2004,0.06,0,0,29.12
9/7/2004,3.6,0,2.6,21.29
9/8/2004,0,0,0.06,21.1
9/9/2004,0,0,0,16.91
9/10/2004,0,0,0,13.94
9/11/2004,0.9,0.4,0.3,12.83
9/12/2004,0.2,9.3,0.2,11.49
9/13/2004,0.2,0.6,0.6,10.67
9/14/2004,3,1.4,5.1,9.73
9/15/2004,1.5,7.3,2,8.55
9/16/2004,7.1,1.7,5.1,10.97
9/17/2004,0.9,0.3,0.4,11.92
9/18/2004,0.1,1.5,1,14.59
9/19/2004,3.1,1.5,2.2,14.2
9/20/2004,0.06,1.7,0.4,13.81
9/21/2004,7.9,10,11,12.83
9/22/2004,0.8,26.6,8.2,24
9/23/2004,0.7,0.5,5.1,24.9
9/24/2004,7.2,11.8,9,27.81
9/25/2004,5.7,7.1,5.1,29.94
9/26/2004,2.5,4.6,5.4,34.69
9/27/2004,9.6,9,11.7,38.04
9/28/2004,2.7,5,0.5,40.2
9/29/2004,0.2,0,0.06,40.2
9/30/2004,0,0,0,40.2
10/1/2004,0,0,0,38.04
10/2/2004,0,0,0,33.43
10/3/2004,0,0,0.2,26.8
10/4/2004,0.06,0,0,22.09
10/5/2004,6.3,6,8,18.54
10/6/2004,0.9,5.7,3.4,16.15
10/7/2004,1.3,2.4,2.3,16.6
10/8/2004,2.5,3.1,0.1,17.55
10/9/2004,3.1,2.6,2.2,17.55
10/10/2004,0,0,0,17.55
