date         value     avg     min     max
13.04.2017   27,00   39,80    5,00  119,00
14.04.2017   25,00   41,03    5,30  158,00
15.04.2017   21,00   41,14    6,30  145,00
16.04.2017   19,00   41,93    7,70  148,00
17.04.2017   16,70   42,67    8,10  151,00
18.04.2017   14,90   44,85    8,60  143,00
19.04.2017   13,40   46,46    9,10  134,00
20.04.2017   12,30   45,51   11,30  124,00
21.04.2017   11,80   45,93   12,00  112,00
22.04.2017   13,20   45,06   11,80  100,00
23.04.2017   14,70   42,44   13,20   93,00
24.04.2017   14,40   40,19   12,30   86,00
25.04.2017   13,40   37,99   11,30   87,00
26.04.2017   13,70   36,57   10,30   93,00
27.04.2017   14,70   35,34    8,10   93,00
28.04.2017   13,90   34,17    8,10   98,00
29.04.2017   12,90   33,30    9,10  101,00
30.04.2017   12,90   32,48    8,30  105,00
01.05.2017   19,53   31,86    7,50  127,00
02.05.2017   20,49   31,76    7,50  172,00
03.05.2017   17,62   31,80    6,90  191,00
04.05.2017   15,27   30,76    6,70  203,00
05.05.2017   13,52   29,68    6,70  191,00
06.05.2017   12,20   28,67    6,30  177,00
07.05.2017   11,24   27,69    5,50  160,00
08.05.2017   10,39   25,84    5,30  134,00
09.05.2017    9,26   24,44    5,00  124,00
10.05.2017    8,56   22,34    4,70  113,00
11.05.2017    7,80   20,70    4,40  100,00
12.05.2017    7,18   19,29    4,10   88,00
13.05.2017    6,72   17,86    3,60   77,00
14.05.2017    6,14   16,85    2,60   74,00
15.05.2017    5,83   15,78    2,50   62,00
16.05.2017    5,61   15,82    2,40   72,00
17.05.2017    5,32   14,31    2,40   46,00
18.05.2017    5,16   14,05    2,50   38,00
19.05.2017    5,06   13,01    2,80   38,00
20.05.2017    4,99   12,03    2,90   33,00
21.05.2017    4,86   11,10    2,80   27,00
22.05.2017    4,68   10,59    2,80   30,00
23.05.2017    4,38    9,89    2,80   28,00
24.05.2017    4,23    9,54    2,80   35,00
25.05.2017    4,07    9,34    2,90   34,00
26.05.2017    3,79    8,74    2,90   28,00
27.05.2017    3,53    8,93    3,10   43,00
28.05.2017    3,31    8,54    2,90   48,00
29.05.2017    3,28    8,03    2,80   37,00
30.05.2017    3,22    7,66    2,80   26,00
31.05.2017    3,39    7,40    2,60   23,00
01.06.2017    3,67    7,02    2,60   19,00
02.06.2017    4,00    6,96    2,50   25,00
03.06.2017    3,87    6,47    2,40   19,60
04.06.2017    3,60    6,04    2,30   15,90
05.06.2017    3,29    5,93    2,30   16,40
06.06.2017    3,13    5,85    1,90   15,10
07.06.2017    3,16    5,60    1,90   12,90
08.06.2017    3,21    5,23    2,00   14,20
09.06.2017    3,55    5,08    1,80   22,00
10.06.2017    4,08    5,29    2,00   44,00
11.06.2017    4,59    5,15    2,10   44,00
12.06.2017    4,22    4,96    2,00   34,00
13.06.2017    5,25    5,00    2,00   25,00
14.06.2017   10,91    6,11    1,80   36,00
15.06.2017   12,06    6,62    1,60   55,00
16.06.2017    9,15    6,46    1,80   45,00
17.06.2017    7,16    6,51    1,70   40,00
18.06.2017    6,19    6,52    1,60   49,00
19.06.2017    5,54    6,56    1,60   40,00
20.06.2017    5,01    6,19    1,40   30,00
21.06.2017    4,54    5,65    1,20   31,00
22.06.2017    4,53    5,35    1,20   33,00
23.06.2017    4,78    4,99    1,20   28,00
24.06.2017    4,45    5,07    1,10   27,00
25.06.2017    4,11    5,42    1,20   35,00
26.06.2017    3,83    5,21    1,10   28,00
27.06.2017    5,01    4,75    0,90   21,00
28.06.2017    6,98    4,50    0,90   17,50
29.06.2017    7,28    4,36    0,90   15,10
30.06.2017    6,37    4,64    1,10   14,20
01.07.2017    5,33    4,92    1,00   22,00
02.07.2017    4,59    4,89    1,20   31,00
03.07.2017    4,14    4,52    1,20   25,00
04.07.2017    3,83    4,31    1,00   22,00
05.07.2017    3,65    4,20    1,10   21,00
06.07.2017    3,63    4,30    1,10   20,00
07.07.2017    3,81    4,48    1,10   19,60
08.07.2017    3,48    4,68    0,90   26,00
09.07.2017    3,17    4,55    0,90   23,00
10.07.2017    3,01    4,65    0,90   29,00
11.07.2017    2,77    4,65    0,90   42,00
12.07.2017    2,90    4,55    0,80   42,00
13.07.2017    2,86    4,59    0,80   36,00
14.07.2017    2,87    4,73    0,70   32,00
15.07.2017    2,91    4,85    0,70   34,00
16.07.2017    2,91    4,92    0,70   32,00
17.07.2017    2,78    4,78    0,70   26,00
18.07.2017    2,74    4,32    0,70   21,00
19.07.2017    2,72    4,28    0,70   18,40
20.07.2017    2,85    4,39    0,80   21,00
21.07.2017    2,74    4,59    0,80   26,00
22.07.2017    2,60    4,70    0,90   28,00
23.07.2017    2,52    4,64    0,90   26,00
24.07.2017    2,52    5,11    0,90   28,00
25.07.2017    2,48    5,02    0,90   28,00
26.07.2017    2,42    5,40    0,90   34,00
27.07.2017    2,45    5,27    0,90   36,00
28.07.2017    2,58    5,20    0,80   42,00
29.07.2017    2,75    5,73    0,90   44,00
30.07.2017    2,46    6,24    0,90   64,00
31.07.2017    1,85    6,45    0,90   81,00
01.08.2017    1,39    6,89    0,90   99,00
02.08.2017    2,26    6,80    0,80   86,00
03.08.2017    2,79    6,30    0,90   72,00
04.08.2017    5,49    5,90    0,80   64,00
05.08.2017    5,81    6,18    0,80   60,00
06.08.2017    6,23    6,06    0,80   55,00
07.08.2017    7,47    6,03    0,90   49,00
08.08.2017   14,18    6,36    0,90   43,00
09.08.2017   13,94    6,70    0,90   40,00
10.08.2017   10,10    6,63    0,90   36,00
11.08.2017    7,44    6,41    0,90   31,00
12.08.2017    6,16    6,96    0,80   33,00
13.08.2017    6,18    7,37    0,80   32,00
14.08.2017    6,88    7,14    0,80   33,00
15.08.2017    6,91    6,40    0,80   26,00
16.08.2017    6,29    5,80    0,70   22,00
17.08.2017    5,59    5,44    0,70   23,00
18.08.2017    4,84    5,50    0,70   21,00
19.08.2017    4,48    5,65    0,70   18,70
20.08.2017    4,69    5,53    0,80   22,00
21.08.2017    4,38    5,00    0,80   23,00
22.08.2017    4,20    5,01    0,60   21,00
23.08.2017    4,03    5,40    0,60   25,00
24.08.2017    3,81    5,40    0,60   25,00
25.08.2017    3,81    5,51    0,90   27,00
26.08.2017    3,41    5,66    1,00   31,00
27.08.2017    3,25    5,61    0,90   28,00
28.08.2017    3,13    6,03    1,00   25,00
29.08.2017    2,80    6,62    0,80   42,00
30.08.2017    2,70    6,97    0,80   41,00
31.08.2017    2,66    6,90    1,10   41,00
01.09.2017    2,74    6,62    0,90   34,00
02.09.2017    3,25    6,78    1,00   30,00
03.09.2017    3,98    6,69    1,20   34,00
04.09.2017    3,65    6,84    1,00   37,00
05.09.2017    3,13    6,73    1,00   34,00
06.09.2017    3,19    6,20    0,90   28,00
07.09.2017    3,14    5,85    0,90   22,00
08.09.2017    3,42    5,92    0,80   33,00
09.09.2017    3,26    5,58    0,80   26,00
10.09.2017    3,76    5,41    0,80   20,00
11.09.2017    6,07    5,49    0,80   17,50
12.09.2017    9,42    6,11    0,70   27,00
13.09.2017   13,71    6,89    0,60   38,00
14.09.2017   14,86    7,59    0,60   48,00
15.09.2017   15,11    7,34    1,10   47,00
16.09.2017   19,52    7,70    0,90   38,00
17.09.2017   17,02    7,55    0,90   31,00
18.09.2017   14,70    7,26    1,00   33,00
19.09.2017   12,30    7,20    1,10   31,00
20.09.2017   10,90    7,27    1,10   32,00
21.09.2017    9,75    7,04    1,00   33,00
22.09.2017    9,15    7,01    1,10   33,00
23.09.2017    8,59    7,11    1,00   30,00
24.09.2017    8,04    7,70    0,90   34,00
25.09.2017    7,50    7,81    1,00   47,00
26.09.2017    6,86    8,86    0,90   77,00
27.09.2017    6,18    8,51    1,10   71,00
28.09.2017    5,65    8,55    0,90   67,00
29.09.2017    5,21    8,61    0,90   64,00
30.09.2017    4,82    8,52    1,20   54,00
01.10.2017    4,61    7,97    1,10   46,00
02.10.2017    4,47    7,98    1,20   38,00
03.10.2017    4,48    8,21    0,90   32,00
04.10.2017    6,70    8,25    1,20   33,00
05.10.2017   25,00    8,43    1,20   41,00
06.10.2017   29,60    8,56    1,00   53,00
07.10.2017   25,90    8,51    1,20   44,00
08.10.2017   21,17    8,88    1,10   42,00
09.10.2017   27,93   10,04    1,10   42,00
10.10.2017   43,48   10,68    1,20   42,00
11.10.2017   65,85   11,05    1,10   59,00
12.10.2017   73,84   11,88    1,10   72,00
13.10.2017   64,98   12,55    1,20   64,00
14.10.2017   58,16   12,47    1,20   54,00
15.10.2017   49,00   12,92    1,20   94,00
16.10.2017   43,00   11,58    1,10   44,00
17.10.2017   39,00   11,11    1,10   47,00
18.10.2017   37,00   11,29    1,10   59,00
19.10.2017   37,00   11,30    1,20   49,00
20.10.2017   33,00   11,06    1,40   37,00
21.10.2017   29,00   11,49    1,50   38,00
22.10.2017   25,00   12,72    1,00   48,00
23.10.2017   23,00   12,75    1,20   50,00
24.10.2017   20,00   13,06    1,40   54,00
25.10.2017   18,10   12,38    1,30   47,00
26.10.2017   16,70   12,06    1,20   37,00
27.10.2017   15,40   12,87    1,20   48,00
28.10.2017   15,10   13,61    1,00   57,00
29.10.2017   30,00   14,15    0,90   56,00
30.10.2017   44,00   14,07    1,80   51,00
31.10.2017   39,00   14,24    1,80   56,00
01.11.2017   33,00   14,85    1,80   50,00
02.11.2017   26,00   14,36    1,50   45,00
03.11.2017   22,00   14,15    1,50   42,00
04.11.2017   20,00   14,60    1,60   52,00
05.11.2017   20,00   14,94    1,40   54,00
06.11.2017   22,00   14,83    1,50   46,00
07.11.2017   25,00   14,70    1,50   55,00
08.11.2017   25,00   14,11    1,50   47,00
09.11.2017   22,00   14,04    1,60   47,00
10.11.2017   22,00   14,28    1,70   47,00
11.11.2017   25,00   14,97    1,50   62,00
12.11.2017   38,00   15,47    1,30   60,00
13.11.2017   47,00   16,00    1,50   70,00
14.11.2017   43,00   16,16    1,50   62,00
15.11.2017   36,00   15,47    1,20   52,00
16.11.2017   31,00   15,55    1,40   48,00
17.11.2017   28,00   15,86    1,30   50,00
18.11.2017   28,00   16,01    1,40   63,00
19.11.2017   36,00   17,07    1,30   72,00
20.11.2017   40,00   17,40    1,70   71,00
21.11.2017   36,00   16,67    1,70   58,00
22.11.2017   31,00   16,53    1,60   75,00
23.11.2017   26,00   15,81    1,50   72,00
24.11.2017   26,00   15,31    1,40   79,00
25.11.2017   39,00   15,91    1,30   67,00
26.11.2017   45,00   16,26    1,60   69,00
27.11.2017   44,00   15,63    1,80   65,00
28.11.2017   47,00   14,76    2,50   54,00
29.11.2017   47,00   14,89    2,50   48,00
30.11.2017   45,00   14,58    2,40   48,00
01.12.2017   43,00   14,01    2,30   48,00
02.12.2017   39,00   14,03    2,30   55,00
03.12.2017   38,00   14,26    2,30   59,00
04.12.2017   46,00   14,95    1,80   59,00
05.12.2017   45,00   15,51    1,50   63,00
06.12.2017   39,00   15,29    1,40   59,00
07.12.2017   33,00   14,85    1,20   52,00
08.12.2017   31,00   13,78    1,20   57,00
09.12.2017   36,00   13,18    1,10   70,00
10.12.2017   40,00   13,07    1,10   64,00
11.12.2017   38,00   13,09    1,00   54,00
12.12.2017   34,00   13,07    0,99   59,00
13.12.2017   31,00   13,00    0,88   58,00
14.12.2017   28,00   12,92    0,81   60,00
15.12.2017   25,00   12,28    0,77   54,00
16.12.2017   24,00   12,03    0,77   47,00
17.12.2017   24,00   11,21    0,79   44,00
18.12.2017   22,00   10,68    0,91   45,00
19.12.2017   21,00   10,67    0,97   57,00
20.12.2017   21,00   10,35    0,95   62,00
21.12.2017   26,02    9,82    0,91   59,00
22.12.2017   36,59    9,35    0,88   50,00
23.12.2017   34,32    9,36    0,86   63,00
24.12.2017   30,00    9,21    0,85   64,00
25.12.2017   24,74    8,82    0,85   65,00
26.12.2017   22,87    8,80    0,84   67,00
27.12.2017   22,24    8,96    0,77   64,00
28.12.2017   23,00    8,87    0,75   55,00
29.12.2017   26,04    8,74    0,70   48,00
30.12.2017   35,82    8,24    0,64   38,00
31.12.2017   36,00    8,33    0,61   38,00
